Ligand SMILES,SScore
CC(C)(C)NC(=O)c1cnn2ccc(nc12)N1CCC[CH]1c1cc(F)ccc1F,0.83495426
NC(=O)c1cn(nc1Nc1ccc(F)cc1)C1(CC#N)CCC(=O)CC1,0.90316445
C[CH](NC(=O)c1c[nH]c2ncc(nc12)C1CC1)C(=O)N1CCC(C1)C#N,0.9561591
CCN1CN([CH]2CC[CH](CNCC(F)F)CC2)c2c(cnc3[nH]ccc23)C1=O,0.8782923
N#Cc1ccc(Nc2nn([CH]3CCCC[CH]3C#N)cc2C(N)=O)cc1,1.023461
N#C[CH]1CCCC[CH]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,0.9496808
NC(=O)c1cn(nc1Nc1ccc(Cl)cc1)[CH]1CCCC[CH]1C#N,0.98995113
C(=O)C1CCC(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)[CH](C#N)C1,0.98429656
N#C[CH]1C[CH](O)CC[CH]1n1cc(C(N)=O)c(Nc2ccc(Cl)c(F)c2)n1,0.86914456
NC(=O)c1cn(nc1Nc1ccc(F)cc1)C1CCCC[CH]1C#N,0.9425826
Cn1cc(Nc2ncc(Cl)c(NC3CC4CN(CC4C3)S(C)(=O)=O)n2)cn1,0.9927346
N#C[CH]1CC(F)CCC1n1cc(C(N)=O)c(Nc2ccccc2)n1,1.0266975
CC(C)(C)OC(=O)[CH]1CCC(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)[CH](C#N)C1,0.803654
CN(C)[CH]1CC[CH](n2cc(C(N)=O)c(Nc3ccc(Cl)cc3)n2)[CH](C#N)C1,0.9485753
N#C[CH]1CCC[CH]1n1cc(C(N)=O)c(Nc2ccc(C#N)cc2)n1,0.93119913
N#C[CH]1CCCC[CH]1n1cc(C(N)=O)c(Nc2ccc(C=O)cc2)n1,1.014951
CC(C)(C)NC(=O)c1cnn2ccc(nc12)N1CCC[CH]1c1cncc(F)c1,0.92981815
C[CH](NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C(C)(C)C,0.94007087
CN1CN([CH]2CC[CH](CNCC(F)(F)F)CC2)c2c(cnc3[nH]ccc23)C1=O,0.9926493
Fc1ccc(cc1)-c1cc2c(cc[nH]c2=O)nc1N1CCC(F)(F)C1,0.84455734
CC(C)(C)OC(=O)N1CCC(CC#N)(CC1)n1cc(C(N)=O)c(Nc2ccncn2)n1,0.904193
N#C[CH]1CCCC[CH]1n1cc(C(N)=O)c(Nc2ccc(CN)cc2)n1,0.9891022
CC=CC(=O)N1CCC(CC#N)(CC1)n1cc(C(N)=O)c(Nc2ccccc2)n1,0.8617344
N#C[CH]1CCN(C(=O)[CH](NC(=O)c2c[nH]c3ncc(C4CC4)nc23)C2CC2)C1,0.96469265
N#C[CH]1CCC[CH]1n1cc(C(N)=O)c(Nc2ccccc2)n1,1.0438756
C[CH](NC(=O)c1c[nH]c2ncc(nc12)C1CC1)C(=O)N1CCC(CCl)C1,0.8609792
N#C[CH]1CCCC[CH]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,1.0124209
N#C[CH]1CCCC[CH]1n1cc(C(N)=O)c(Nc2ccc(C3CC3)nc2)n1,1.0397751
Cc1cc(Nc2ncc(Cl)c(NC3CC4CN(CC4C3)C(=O)CC#N)n2)nn1C,0.9150125
CC(C)(C)OC(=O)N1CCC(CC#N)(C1)n1cc(C(N)=O)c(Nc2ccccc2)n1,0.84229094
Cn1cc(Nc2ncc(Cl)c(NC3CCC4(CCNC4)CC3)n2)cn1,0.93779
O[CH]1CCC[CH]1NC(=O)c1cnn2ccc(nc12)N1CCCC1c1ccc(F)cc1,0.8620395
C[CH](NC(=O)c1c[nH]c2ncc(nc12)C1CC1)C(=O)N1CCC(C1)C#N,1.0312836
CN(C)[CH]1CC[CH](n2cc(C(N)=O)c(Nc3ccc(Cl)cc3)n2)[CH](C#N)C1,0.8812638
NC(=O)c1cnn2ccc(nc12)N(C1CN(C1)C1CC1)C1CC1,0.86827475
N#C[CH]1CC(O)(C2CC2)CC[CH]1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,0.8638992
CC(NC(=O)c1c[nH]c2ncc(nc12)C1CC1)C1CC1,0.915841
Cn1cc(Nc2ncc(Cl)c(NC3CC4CNCC4C3)n2)cn1,0.86864376
NC(=O)c1cn(nc1Nc1ccc(F)cc1)C1(CC#N)CCC(=O)CC1,0.9326545
N#CC1CCC(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)[CH](C#N)C1,0.877257
CS(=O)(=O)c1cc(F)c(Nc2ncc(Cl)c(NC3CC4CN(CC4C3)C(=O)C(F)(F)F)n2)cn1,0.85610205
CS(=O)(=O)N1CC(CC#N)(C1)n1cc(C(N)=O)c(Nc2ccccc2)n1,0.9125359
F[CH]1CCN(C[CH]2CC[CH](CC2)N2CNC(=O)c3cnc4[nH]ccc4c23)C1,0.9953704
C[CH](NC(=O)c1c[nH]c2ncc(nc12)C1CC1)C(=O)N1CCC(C)C1,0.9749009
CNC(=O)c1cnn2ccc(nc12)N1CCCC1c1cncc(F)c1,0.9628213
N#C[CH]1CC2(CCC1n1cc(C(N)=O)c(Nc3ccnc(F)c3)n1)CC2,1.0138812
N#C[CH]1C(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCC[CH]1O,1.0062326
Fc1cncc(c1)[CH]1CCCN1c1ccn2ncc(C(=O)NC3CC3)c2n1,0.885356
CS(=O)(=O)c1ccc(Nc2nn([CH]3CCC[CH]3C#N)cc2C(N)=O)cc1,1.0048821
NC(=O)c1cn(nc1Nc1ccc(F)cc1)[CH]1CCNC[CH]1C#N,0.8780425
CCN1CN([CH]2CC[CH](CNCC(F)F)CC2)c2c(cnc3[nH]ccc23)C1=O,0.9931735
CN(C)[CH]1CC[CH](n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)[CH](C#N)C1,0.9330591
NC(=O)c1cn(nc1Nc1ccccc1)C1(CC#N)C[CH](C1)C#N,0.8690888
CC(C)(C)OC(=O)N1CCC(CC#N)(CC1)n1cc(C(N)=O)c(Nc2ccc(F)c(F)c2)n1,0.804536
N#C[CH]1C[CH](O)CC[CH]1n1cc(C(N)=O)c(Nc2ccc(Cl)c(F)c2)n1,0.90537286
N#C[CH]1CCCC[CH]1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)(F)F)cc2)n1,0.8679355
Cc1ccc(Nc2nn([CH]3CCC[CH]3C#N)cc2C(N)=O)cc1,0.8613096
CN1CN([CH]2CC[CH](CNCC(F)(F)F)CC2)c2c(cnc3[nH]ccc23)C1=O,1.012031
N#C[CH]1C[CH](O)CC[CH]1n1cc(C(N)=O)c(Nc2ccccc2)n1,0.95210016
NC(=O)c1cnn2ccc(nc12)N1CCCC1c1cncc(F)c1,0.9268096
NC(=O)c1cn(nc1Nc1ccc(F)cc1)C1CCCC[CH]1C#N,1.0521802
CC(O)(C(F)F)c1ccc(Nc2nn([CH]3CCC[CH]3C#N)cc2C(N)=O)cc1,0.95798236
N#Cc1ccc(Nc2nn([CH]3CCCC[CH]3C#N)cc2C(N)=O)cc1,1.0191504
CC(C)(C)OC(=O)N1CCC(CC#N)(CC1)n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,0.9025506
N#C[CH]1C[CH](O)CC[CH]1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,0.81308836
CC(C)(C)NS(=O)(=O)c1cncc(c1)-c1ccn2cc(C(N)=O)cc2c1,0.91882026
N#Cc1ccc(Nc2nn([CH]3CC[CH](O)C[CH]3C#N)cc2C(N)=O)cc1,0.98662394
N#Cc1ccc(Nc2nn([CH]3CCCC[CH]3C#N)cc2C(N)=O)cn1,0.9800283
CS(=O)(=O)N1CC(CC#N)(C1)n1cc(C(N)=O)c(Nc2ccccc2)n1,0.83040965
Cn1cc(Nc2ncc(Cl)c(NC3CC4CNCC4C3)n2)cn1,0.82191575
NC(=O)c1cn(nc1Nc1ccc(F)cc1)[CH]1CCNC[CH]1C#N,0.86389416
CC(C)(C)C(=O)N1CCC(CC#N)(CC1)n1cc(C(N)=O)c(Nc2ccccc2)n1,0.8458
N#C[CH]1CCCC[CH]1n1cc(C(N)=O)c(Nc2ccc(C3CC3)nc2)n1,1.0169103
Cc1cnc(Nc2cnn(C)c2)nc1NC1CCC2(CCN(C2)C(=O)CC#N)CC1,0.84987414
C[CH](NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C(C)(C)C,1.041557
CN(C)[CH]1CC[CH](n2cc(C(N)=O)c(Nc3ccccc3)n2)[CH](C#N)C1,0.940007
O[CH]1CCC[CH]1NC(=O)c1cnn2ccc(nc12)N1CCC[CH]1c1cc(F)ccc1F,0.8112432
N#C[CH]1C[CH](N2CC3(COC3)C2)CC[CH]1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,0.8226707
NC(=O)c1cn(nc1Nc1ccc(F)cc1)[CH]1CCN(C[CH]1C#N)C(=O)OC1COC1,0.9326228
CC(C)(C)OC(=O)N1CCC(CC#N)(CC1)n1cc(C(N)=O)c(Nc2ccncn2)n1,0.8313128
C[CH](NC(=O)c1c[nH]c2ncc(nc12)C1CC1)C(=O)N1CCC(C)C1,0.9749009
N#C[CH]1C[CH](O)CC[CH]1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,0.93152475
Cc1cc(Nc2ncc(Cl)c(NC3CC4CN(CC4C3)C(=O)CC#N)n2)nn1C,0.8175708
N#C[CH]1C(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCC[CH]1O,0.86290354
CN1CN([CH]2CC[CH](CF)CC2)c2c(cnc3[nH]ccc23)C1=O,0.9132476
CS(=O)(=O)c1ccc(Nc2nn([CH]3CCC[CH]3C#N)cc2C(N)=O)cc1,0.98138356
CN(C)[CH]1CC[CH](n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)[CH](C#N)C1,0.9253896
CN(C1COC2C(O)COC12)c1nc(Nc2ccncn2)ncc1Cl,0.90237045
NC(=O)c1cn(nc1Nc1ccc(F)cc1)C1(CC#N)CCC(=O)CC1,0.99966955
CC(C)(C)OC(=O)N1CCC(CC#N)(CC1)n1cc(C(N)=O)c(Nc2ccnnc2)n1,0.94880104
NC(=O)c1cn(nc1Nc1ccc(cc1)C#N)[CH]1COCC[CH]1C#N,0.8780314
CN1CN([CH]2CC[CH](CC2)C(F)F)c2c(cnc3[nH]ccc23)C1=O,0.9127802
N#CC1CCC2(CC1n1cc(C(N)=O)c(Nc3ccccc3)n1)OCCO2,0.90780723
CS(=O)(=O)N1CCC[CH](Nc2ncccc2-c2cnc3cc[nH]c3n2)C1,0.811427
Cc1cc(Nc2ncc(Cl)c(NC3CC4CN(CC4C3)C(=O)CC#N)n2)nn1C,0.8081059
F[CH]1CCN(C[CH]2CC[CH](CC2)N2CNC(=O)c3cnc4[nH]ccc4c23)C1,0.851801
N#C[CH]1C[CH](O)CC[CH]1n1cc(C(N)=O)c(Nc2ccc(Cl)c(F)c2)n1,0.89798677
FC[CH]1CC[CH](CC1)N1CN(C2CC2)C(=O)c2cnc3[nH]ccc3c12,0.9193941
CC(C)(C)OC(=O)N1CCC(CC#N)(CC1)n1cc(C(N)=O)c(Nc2cccnc2)n1,0.99223715
C[CH](NC(=O)c1c[nH]c2ncc(nc12)C1CC1)C(=O)N1CCC(C)C1,0.946716
N#C[CH]1CCCC[CH]1n1cc(C(N)=O)c(Nc2ccc(C3CC3)nc2)n1,0.8842093
Cn1cc(Nc2ncc(Cl)c(NC3CC4CN(CC4C3)S(C)(=O)=O)n2)cn1,0.9956936
NC(=O)c1cn(nc1Nc1ccc(F)cc1)C1CCCC[CH]1C#N,0.8873463
Cn1cc(Nc2ncc(Cl)c(NC3CC4CN(CC4C3)C(=O)C(F)(F)F)n2)cn1,0.92425746
Cn1cc(Nc2ncc(Cl)c(NC3CCC4(CCNC4)CC3)n2)cn1,0.82139075
CC(C)(C)C(=O)N1CCC(CC#N)(CC1)n1cc(C(N)=O)c(Nc2ccccc2)n1,0.8744451
CN1CN([CH]2CC[CH](CF)CC2)c2c(cnc3[nH]ccc23)C1=O,0.98822534
CC(C)(C)OC(=O)N1CCC(CC#N)(CC1)n1cc(C(N)=O)c(Nc2ccccc2)n1,0.928015
CC(NC(=O)c1c[nH]c2ncc(nc12)C1CC1)C1CC1,0.86944526
N#C[CH]1CCCC[CH]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,1.041078
CC(C)(C)OC(=O)N1CCC(CC#N)(CC1)n1cc(C(N)=O)c(Nc2ccc(F)c(F)c2)n1,0.9722181
CC(C)(C)OC(=O)N1CC[CH](C#N)[CH](C1)n1cc(C(N)=O)c(Nc2ccccc2)n1,0.8235463
C[CH](NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C(C)(C#N)C#N,0.8198777
CC1(CC1)NC(=O)c1cnn2ccc(nc12)N1CCC[CH]1c1cncc(F)c1,0.86246383
NC(=O)c1cn(nc1Nc1ccc(F)cc1)C1(CC#N)CCC(=O)CC1,0.998204
CCN1CN([CH]2CC[CH](CNCC(F)F)CC2)c2c(cnc3[nH]ccc23)C1=O,0.985993
NC(=O)c1cn(nc1Nc1ccc(F)cc1)[CH]1CCN(C[CH]1C#N)C(=O)OC1COC1,0.97988474
CC1(F)CCC[CH]1Nc1c(C(N)=O)cnn2cccc12,1.0075694
N#Cc1ccc(Nc2nn([CH]3CCCC[CH]3C#N)cc2C(N)=O)cc1,1.0535679
N#C[CH]1CCCC[CH]1n1cc(C(N)=O)c(Nc2ccnnc2)n1,0.8844277
CN1CN([CH]2CC[CH](CNCC(F)(F)F)CC2)c2c(cnc3[nH]ccc23)C1=O,0.91199785
N#C[CH]1C[CH](O)CC[CH]1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,1.0096638
CC(C)(C)OC(=O)N1CCC(CC#N)(CC1)n1cc(C(N)=O)c(Nc2ccncn2)n1,0.8843727
N#Cc1ccc(Nc2nn([CH]3CC[CH](O)C[CH]3C#N)cc2C(N)=O)cc1,0.8209067
N#C[CH]1CCCC[CH]1n1cc(C(N)=O)c(Nc2ccc(Cl)c(F)c2)n1,0.8692088
CC(C)(C)NC(=O)c1cnn2ccc(nc12)N1CCC[CH]1c1cncc(F)c1,0.93022144
CS(=O)(=O)c1ccc(Nc2nn([CH]3CCC[CH]3C#N)cc2C(N)=O)cc1,0.89010024
N#C[CH]1CC(O)(C2CC2)CC[CH]1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,0.93766814
NC(=O)c1cn(nc1Nc1ccc(F)nc1)[CH]1COCC[CH]1C#N,1.0077695
C[CH](NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C(C)(C)C,0.93467367
N#C[CH]1CCCC[CH]1n1cc(C(N)=O)c(Nc2ccc(F)c(Cl)c2)n1,0.8723956
CN1CN([CH]2CC[CH](CNCC(F)(F)F)CC2)c2c(cnc3[nH]ccc23)C1=O,0.9322335
C[CH](NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C(C)(C)C,1.037318
N#C[CH]1CCCC[CH]1n1cc(C(N)=O)c(Nc2ccc(CO)c(F)c2)n1,0.9048832
N#C[CH]1CCCC[CH]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,1.0458102
N#C[CH]1CCCC[CH]1n1cc(C(N)=O)c(Nc2ccccc2)n1,1.0458413
CC(C)(C)OC(=O)N1CCC(CC#N)(CC1)n1cc(C(N)=O)c(Nc2cccnc2)n1,0.99728066
O=c1[nH]c2cnc3[nH]ccc3c2n1CC1CCCCC1,0.8416853
CC1(F)CCC[CH]1Nc1c(C(N)=O)cnn2cccc12,0.9736112
Fc1cncc(c1)[CH]1CCCN1c1ccn2ncc(C(=O)NC3CC3)c2n1,0.82148236
N#C[CH]1CCN(C(=O)[CH](NC(=O)c2c[nH]c3ncc(C(F)(F)F)cc23)C2CC2)C1,0.9513756
N#CC1CCC2(CC1n1cc(C(N)=O)c(Nc3ccccc3)n1)OCCO2,0.8497617
N#C[CH]1C[CH](O)CC[CH]1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,0.8732556
NC(=O)c1cn(nc1Nc1ccc(C(F)(F)F)cc1)C1CCCC[CH]1C#N,0.8659198
NC(=O)c1cn(nc1Nc1ccc(F)cc1)C1(CC#N)CCC(=O)CC1,0.9635342
C[CH](NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C(C)(C)C#N,1.0027655
NC(=O)c1cn(nc1Nc1ccccc1)C1(CC#N)C[CH](C1)C#N,1.0248737
C[CH](NC(=O)c1c[nH]c2ncc(nc12)C1CC1)C(=O)N1CCC(C)C1,0.8606142
CCN1CN([CH]2CC[CH](CNCC(F)F)CC2)c2c(cnc3[nH]ccc23)C1=O,0.9155846
CC(C)(C)OC(=O)N1CCC(CC#N)(CC1)n1cc(C(N)=O)c(Nc2ccncn2)n1,0.94981545
N#C[CH]1CCN(C([NH-])=O)CC[CH]1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,1.0150447
CC(NC(=O)c1c[nH]c2ncc(nc12)C1CC1)C1CC1,0.8883149
CCC(C)n1cc(-c2ccn(C)n2)c2[nH]nc(N)c2c1=O,0.85176057
N#C[CH]1CCCC[CH]1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)(F)F)cc2)n1,0.8792021
N#C[CH]1C[CH](N2CCC2)CC[CH]1n1cc(C(N)=O)c(Nc2ccccc2)n1,1.0225703
O[CH]1CCN(C1)C(=O)c1cnn2ccc(nc12)N1CCC[CH]1c1cc(F)ccc1F,0.8557334
N#C[CH]1CCCC[CH]1n1cc(C(N)=O)c(Nc2ccc(C3CC3)nc2)n1,0.84451884
NC(=O)c1cn(nc1Nc1ccc(cc1)C#N)[CH]1COCC[CH]1C#N,0.9229906
N#C[CH]1CCN(C(=O)[CH](NC(=O)c2c[nH]c3ncc(C4CC4)nc23)C2CC2)C1,0.97058934
N#Cc1ccc(Nc2nn([CH]3CC[CH](O)C[CH]3C#N)cc2C(N)=O)cc1,0.92325485
NC(=O)c1cn(nc1Nc1ccccc1)C1(CC#N)CCCCC1,0.8834466
CC(=O)N1CCC(NC(=O)Nc2cnc3[nH]ccc3n2)CC1,0.85652435
CC(=O)N1CC2CC(CC2C1)Nc1nc(Nc2cnn(C)c2)ncc1Cl,1.0227199
Cn1cc(Nc2ncc(Cl)c(NC3CC4CN(CC4C3)C(=O)C(F)(F)F)n2)cn1,0.9560244
Cn1cc(Nc2ncc(Cl)c(NC3CCC4(CCNC4)CC3)n2)cn1,0.91960555
F[CH]1CCN(C[CH]2CC[CH](CC2)N2CNC(=O)c3cnc4[nH]ccc4c23)C1,0.85618484
CC(C)(C)OC(=O)C1CC[CH](C#N)C(n2cc(C(N)=O)c(Nc3ccccc3)n2)C1,0.95290184
C[CH](Nc1c(C(N)=O)cnn2cccc12)C(C)(C)C,0.8546167
N#C[CH]1CCCC[CH]1n1cc(C(N)=O)c(Nc2ccc(C=O)cc2)n1,0.92937976
FC[CH]1CC[CH](CC1)N1CN(C2CC2)C(=O)c2cnc3[nH]ccc3c12,0.98715264
CC(C)(C)OC(=O)N1CCC(CC#N)(C1)n1cc(C(N)=O)c(Nc2ccccc2)n1,0.8386443
N#Cc1ccc(Nc2nn(cc2C(N)=O)[CH]2COCC[CH]2C#N)cc1,0.85848457
NC(=O)c1cn(nc1Nc1ccc(F)nc1)[CH]1COCC[CH]1C#N,0.9556827
NC(=O)c1cn(nc1Nc1ccc(Cl)cc1)[CH]1CCCC[CH]1C#N,1.0437592
N#Cc1ccc(Nc2nn([CH]3CCCC[CH]3C#N)cc2C(N)=O)cc1,0.87486434
N#C[CH]1C[CH](N2CCC2)CC[CH]1n1cc(C(N)=O)c(Nc2ccccc2)n1,0.9093586
N#C[CH]1C[CH](O)CC[CH]1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,0.8567719
N#C[CH]1C(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCC[CH]1O,0.87701523
N#C[CH]1CCCC[CH]1n1cc(C(N)=O)c(Nc2ccc(C=O)cc2)n1,0.8621136
C[CH](Nc1c(C(N)=O)cnn2cccc12)C(C)(C)C,0.89822274
CN1CN([CH]2CC[CH](CNCC(F)(F)F)CC2)c2c(cnc3[nH]ccc23)C1=O,0.93549585
CS(=O)(=O)N1CCC[CH](Nc2ncccc2-c2cnc3cc[nH]c3n2)C1,0.9149641
NC(=O)c1cn(nc1Nc1ccc(F)cc1)[CH]1CCNC[CH]1C#N,1.0028512
C[CH](NC(=O)c1c[nH]c2ncc(nc12)C1CC1)C(=O)N1CCC1,0.91532534
N#Cc1ccc(Nc2nn([CH]3CC[CH](O)C[CH]3C#N)cc2C(N)=O)cc1,0.992403
N#Cc1ccc(Nc2nn([CH]3CCC[CH]3C#N)cc2C(N)=O)cc1,0.912518
NC(=O)c1cn(nc1Nc1ccc(cc1)C#N)[CH]1COCC[CH]1C#N,0.86663884
NC(=O)c1cn(nc1Nc1ccc(F)cc1)C1(CC#N)CCC(=O)CC1,0.9723174
CC(C)(C)OC(=O)N1CCC(CC#N)(CC1)n1cc(C(N)=O)c(Nc2cccnc2)n1,0.9439607
CN1CN([CH]2CC[CH](CF)CC2)c2c(cnc3[nH]ccc23)C1=O,0.8918311
CC(C)(C)OC(=O)N1CCC(CC#N)(CC1)n1cc(C(N)=O)c(Nc2ccc(F)c(F)c2)n1,0.81987494
Cn1cc(Nc2ncc(Cl)c(NC3CC4CN(CC4C3)S(C)(=O)=O)n2)cn1,0.8366795
N#C[CH]1CCCC[CH]1n1cc(C(N)=O)c(Nc2ccc(Cl)c(F)c2)n1,1.009395
Cn1cc(Nc2ncc(Cl)c(NC3CC4CN(CC4C3)C(=O)C(F)(F)F)n2)cn1,0.91844714
Cc1cc(Nc2ncc(Cl)c(NC3CC4CN(CC4C3)C(=O)CC#N)n2)nn1C,0.8996637
N#Cc1ccc(Nc2nn(O)c3ncc(C(F)(F)F)cc23)cc1N1CCC(C1)C#N,0.8081154
CC(C)(C)OC(=O)N1CC[CH]([CH](C1)C#N)n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,0.8545781
CS(=O)(=O)c1ccc(Nc2nn([CH]3CCC[CH]3C#N)cc2C(N)=O)cc1,0.86144555
N#C[CH]1CC[CH](n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)[CH](C#N)C1,0.9639307
Cn1cc(Nc2ncc(Cl)c(NC3CC4CN4CCC3C#N)c2)nn1,0.83665454
CC(C)(C)OC(=O)N1CCC(CC#N)(CC1)n1cc(C(N)=O)c(Nc2ccccn2)n1,0.8951738
O[CH]1CCN(C1)C(=O)c1cnn2ccc(nc12)N1CCC[CH]1c1cc(F)ccc1F,0.86449736
C[CH](NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C(C)(C)C#N,1.0316484
NC(=O)c1cn(nc1Nc1ccccc1)C1(CC#N)C[CH](C1)C#N,0.84732413
CN(C)[CH]1CC[CH](n2cc(C(N)=O)c(Nc3ccc(Cl)cc3)n2)[CH](C#N)C1,1.0167665
CN(C(=O)[CH]1CCC(CC#N)(C1)C#N)n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,0.8118673
N#C[CH]1CCCC[CH]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,1.0552442
N#C[CH]1C[CH](O)CC[CH]1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,0.99107057
Fc1ccc(cc1)-c1cc2c(cc[nH]c2=O)nc1N1CCC(F)(F)C1,0.8671512
N#C[CH]1CCCC[CH]1n1cc(C(N)=O)c(Nc2ccnnc2)n1,0.9068913
CC1(C)CN([CH]2CC[CH](n3cc(C(N)=O)c(Nc4ccnc(F)c4)n3)[CH](C#N)C2)C1,0.87064195
CN(C)[CH]1CC[CH](n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)[CH](C#N)C1,0.93376696
CC=CC(=O)N1CCC(CC#N)(CC1)n1cc(C(N)=O)c(Nc2ccccc2)n1,0.9599273
FC[CH]1CC[CH](CC1)N1CN(C2CC2)C(=O)c2cnc3[nH]ccc3c12,0.9123027
CC1(F)CCC[CH]1Nc1c(C(N)=O)cnn2cccc12,0.94308466
NC(=O)c1cn(nc1Nc1ccc(F)cc1)C1CCCC[CH]1C#N,0.91883445
NC(=O)c1cn(nc1Nc1ccc(F)cc1)C1(CC#N)CCC(CC1)N1CCC1,0.83121943
CN1CN([CH]2CC[CH](CF)CC2)c2c(cnc3[nH]ccc23)C1=O,0.96309173
N#Cc1ccc(Nc2nn([CH]3CCCC[CH]3C#N)cc2C(N)=O)cc1,0.9821327
CCN1CN([CH]2CC[CH](CNCC(F)F)CC2)c2c(cnc3[nH]ccc23)C1=O,0.92318326
CN1CN([CH]2CC[CH](CC2)C(F)F)c2c(cnc3[nH]ccc23)C1=O,0.84397805
CC(=O)N1CC2CC(CC2C1)Nc1nc(Nc2cnn(C)c2)ncc1Cl,0.9319239
NC(=O)c1cn(nc1Nc1ccc(cc1)C#N)[CH]1COCC[CH]1C#N,0.9735143
Cn1cc(Nc2ncc(Cl)c(NC3CC4CN(CC4C3)S(C)(=O)=O)n2)cn1,0.85920554
NC(=O)c1cn(nc1Nc1ccc(F)cc1)C1(CC#N)CCC(F)C1,1.0383668
CC=CC(=O)N1CCC(CC#N)(CC1)n1cc(C(N)=O)c(Nc2ccccc2)n1,0.8646788
C[CH](Nc1c(C(N)=O)cnn2cccc12)C(C)(C)C,0.8996551
NC(=O)c1cn(nc1Nc1ccc(F)cc1)C1(CC#N)CCC(CC1)N1CCC1,0.91505
Cn1cc(-c2cncc(Nc3nn(C4CCCC[CH]4C#N)cc3C(N)=O)c2)cn1,0.8178311
NCCC(=O)N1CCC(CC#N)(CC1)n1cc(C(N)=O)c(Nc2ccccc2)n1,0.94111603
CN(C)[CH]1CC[CH](n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)[CH](C#N)C1,0.9536239
CS(=O)(=O)N1CCC[CH](Nc2ncccc2-c2cnc3cc[nH]c3n2)C1,0.95233744
Fc1cncc(c1)[CH]1CCCN1c1ccn2ncc(C(=O)NC3CC3)c2n1,0.8920908
NC(=O)c1cn(nc1Nc1ccc(F)cc1)[CH]1CCNC[CH]1C#N,0.97664905
F[CH]1CCN(C[CH]2CC[CH](CC2)N2CNC(=O)c3cnc4[nH]ccc4c23)C1,0.863578
Cc1cc(Nc2ncc(Cl)c(NC3CC4CN(CC4C3)C(=O)CC#N)n2)nn1C,0.9840387
NC(=O)c1cn(nc1Nc1ccccc1)C1(CC#N)C[CH](C1)C#N,1.0157127
N#C[CH]1CCCC[CH]1n1cc(C(N)=O)c(Nc2ccc(F)c(F)c2)n1,0.98315483
N#Cc1ccc(Nc2nn([CH]3CC[CH](O)C[CH]3C#N)cc2C(N)=O)cc1,0.84010625
CN(C)[CH]1CC[CH](n2cc(C(N)=O)c(Nc3ccccc3)n2)[CH](C#N)C1,0.9173315
NC(=O)c1cn(nc1Nc1ccc(F)cc1)C1CCCC[CH]1C#N,1.0212121
FC[CH]1CC[CH](CC1)N1CN(C2CC2)C(=O)c2cnc3[nH]ccc3c12,0.99356574
N#CC1CCC2(CC1n1cc(C(N)=O)c(Nc3ccccc3)n1)OCCO2,0.9023414
CC(C)(C)n1cc(Nc2ncc(Cl)c(NC3CC4CNCC4C3)n2)cn1,0.82977325
N#C[CH]1CCCC[CH]1n1cc(C(N)=O)c(Nc2ccc(CN)cc2)n1,0.8561175
C[CH](NC(=O)c1c[nH]c2ncc(nc12)C1CC1)C(=O)N1CCC1,0.9554041
CC1(F)CCC[CH]1Nc1c(C(N)=O)cnn2cccc12,0.9441955
